
============================================================
Running Example: arctan
============================================================

Generated full domain data:
  Boundary points: 40,000
  Interior points: 1,000,000
  Test points: 10,000
Re-sampling enabled: ~1,000,000 interior points per epoch

Splitting data: 80% train, 20% validation
  BC: 32,000 train, 8,000 val
  Interior: 800,000 train, 200,000 val

Model: InfinityLaplacianPINN
  Hidden layers: [128, 128, 128, 128]
  Activation: tanh
  η: 1e-05 (normalized)
  Residual clipping: [-10.0, 10.0]
  Outlier removal: top 2.0%
  Parameters: 50,049

Training configuration:
  Boundary points (train): 32,000 -> 80 batches of 400
  Interior points (train): 1,000,000 -> 1000 batches of 1000
  Interior sampling: RE-SAMPLE each epoch
  Boundary points (val): 8,000
  Validation loss: BC only
  Steps per epoch: 1,000
  Total steps: 100,000
  Epochs: 100
  Loss balancing: AlphaPlateauScheduler
  LR scheduler: cosine (LR: 1.0e-03 -> 1.0e-05)

/usr/local/lib/python3.12/dist-packages/torch/autograd/graph.py:824: UserWarning: Attempting to run cuBLAS, but there was no current CUDA context! Attempting to set the primary context... (Triggered internally at /opt/pytorch/pytorch/aten/src/ATen/cuda/CublasHandlePool.cpp:181.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
Epoch   1/100 | Steps:   1000 | α=1e-05 | Loss: 1.2473e-02 | BC: 1.2374e-02 | PDE: 9.9272e+00 | Val: 2.9856e-04 | Test: 4.0784e-03 | LR=1.0e-03 *
Epoch  21/100 | Steps:  21000 | α=1e-04 | Loss: 1.6179e-05 | BC: 1.5096e-05 | PDE: 1.0822e-02 | Val: 4.6552e-06 | Test: 6.0377e-06 | LR=9.1e-04
Epoch  22/100 | Steps:  22000 | α=1e-04 | Loss: 1.9526e-05 | BC: 1.8027e-05 | PDE: 1.4991e-02 | Val: 2.7890e-06 | Test: 3.8829e-06 | LR=9.0e-04
Epoch  23/100 | Steps:  23000 | α=1e-04 | Loss: 1.9411e-05 | BC: 1.7960e-05 | PDE: 1.4508e-02 | Val: 5.2321e-07 | Test: 1.0806e-06 | LR=8.9e-04

>>> Alpha increased: 1e-04 → 1e-03 (BC=1.4129e-05) <<<
Epoch  24/100 | Steps:  24000 | α=1e-03 | Loss: 1.5143e-05 | BC: 1.4129e-05 | PDE: 1.0141e-02 | Val: 4.6486e-07 | Test: 5.2967e-07 | LR=8.8e-04 *
Epoch  25/100 | Steps:  25000 | α=1e-03 | Loss: 1.6517e-04 | BC: 4.6942e-05 | PDE: 1.1823e-01 | Val: 3.1289e-05 | Test: 3.1586e-05 | LR=8.7e-04
Epoch  26/100 | Steps:  26000 | α=1e-03 | Loss: 1.7747e-05 | BC: 1.5354e-05 | PDE: 2.3932e-03 | Val: 6.3432e-05 | Test: 6.3442e-05 | LR=8.6e-04
Epoch  27/100 | Steps:  27000 | α=1e-03 | Loss: 2.2235e-05 | BC: 1.7447e-05 | PDE: 4.7883e-03 | Val: 2.1900e-06 | Test: 1.8266e-06 | LR=8.4e-04
Epoch  28/100 | Steps:  28000 | α=1e-03 | Loss: 2.2150e-05 | BC: 1.7408e-05 | PDE: 4.7419e-03 | Val: 4.4496e-05 | Test: 3.2346e-05 | LR=8.3e-04
Epoch  29/100 | Steps:  29000 | α=1e-03 | Loss: 2.2749e-05 | BC: 1.6268e-05 | PDE: 6.4814e-03 | Val: 4.7793e-06 | Test: 3.7756e-06 | LR=8.2e-04
Epoch  30/100 | Steps:  30000 | α=1e-03 | Loss: 1.7132e-05 | BC: 1.3506e-05 | PDE: 3.6257e-03 | Val: 3.2677e-06 | Test: 3.7654e-06 | LR=8.1e-04
Epoch  31/100 | Steps:  31000 | α=1e-03 | Loss: 2.5558e-05 | BC: 1.8961e-05 | PDE: 6.5965e-03 | Val: 4.5562e-07 | Test: 2.5151e-07 | LR=8.0e-04 *
Epoch  32/100 | Steps:  32000 | α=1e-03 | Loss: 1.6675e-05 | BC: 1.2765e-05 | PDE: 3.9102e-03 | Val: 2.1830e-07 | Test: 2.3042e-07 | LR=7.8e-04 *
Epoch  33/100 | Steps:  33000 | α=1e-03 | Loss: 2.1523e-05 | BC: 1.6088e-05 | PDE: 5.4348e-03 | Val: 3.6705e-06 | Test: 2.3262e-06 | LR=7.7e-04
Epoch  34/100 | Steps:  34000 | α=1e-03 | Loss: 2.2129e-05 | BC: 1.7419e-05 | PDE: 4.7105e-03 | Val: 5.3615e-05 | Test: 1.3609e-05 | LR=7.6e-04
Epoch  35/100 | Steps:  35000 | α=1e-03 | Loss: 1.2698e-05 | BC: 9.3879e-06 | PDE: 3.3099e-03 | Val: 1.8025e-05 | Test: 1.8559e-05 | LR=7.4e-04
Epoch  36/100 | Steps:  36000 | α=1e-03 | Loss: 2.6646e-05 | BC: 1.8999e-05 | PDE: 7.6477e-03 | Val: 1.4959e-07 | Test: 5.1354e-07 | LR=7.3e-04 *
Epoch  37/100 | Steps:  37000 | α=1e-03 | Loss: 1.5789e-05 | BC: 1.2822e-05 | PDE: 2.9675e-03 | Val: 4.9337e-07 | Test: 1.6550e-06 | LR=7.2e-04
Epoch  38/100 | Steps:  38000 | α=1e-03 | Loss: 1.5386e-05 | BC: 1.2518e-05 | PDE: 2.8683e-03 | Val: 9.5248e-08 | Test: 2.6481e-07 | LR=7.0e-04 *
Epoch  39/100 | Steps:  39000 | α=1e-03 | Loss: 1.5287e-05 | BC: 1.0940e-05 | PDE: 4.3468e-03 | Val: 2.1633e-06 | Test: 2.8452e-06 | LR=6.9e-04

>>> Alpha increased: 1e-03 → 1e-02 (BC=8.4379e-06) <<<
Epoch  40/100 | Steps:  40000 | α=1e-02 | Loss: 1.0099e-05 | BC: 8.4379e-06 | PDE: 1.6611e-03 | Val: 2.9940e-05 | Test: 2.9848e-05 | LR=6.7e-04 *
Epoch  41/100 | Steps:  41000 | α=1e-02 | Loss: 5.5842e-04 | BC: 1.7564e-04 | PDE: 3.8278e-02 | Val: 1.2114e-06 | Test: 7.2734e-07 | LR=6.6e-04 *
Epoch  42/100 | Steps:  42000 | α=1e-02 | Loss: 4.5127e-05 | BC: 2.1391e-05 | PDE: 2.3736e-03 | Val: 1.6392e-06 | Test: 1.4026e-06 | LR=6.4e-04
Epoch  43/100 | Steps:  43000 | α=1e-02 | Loss: 2.4401e-05 | BC: 1.2242e-05 | PDE: 1.2159e-03 | Val: 5.5437e-06 | Test: 6.7423e-06 | LR=6.3e-04
Epoch  44/100 | Steps:  44000 | α=1e-02 | Loss: 5.4009e-05 | BC: 2.5368e-05 | PDE: 2.8641e-03 | Val: 2.3592e-06 | Test: 3.8281e-06 | LR=6.1e-04
Epoch  45/100 | Steps:  45000 | α=1e-02 | Loss: 3.3924e-05 | BC: 1.5581e-05 | PDE: 1.8343e-03 | Val: 3.2906e-06 | Test: 4.5777e-06 | LR=6.0e-04
Epoch  46/100 | Steps:  46000 | α=1e-02 | Loss: 1.7535e-04 | BC: 1.0818e-04 | PDE: 6.7171e-03 | Val: 1.2511e-06 | Test: 3.4589e-06 | LR=5.8e-04
Epoch  47/100 | Steps:  47000 | α=1e-02 | Loss: 8.4863e-06 | BC: 3.4084e-06 | PDE: 5.0779e-04 | Val: 6.3878e-07 | Test: 3.0191e-06 | LR=5.7e-04 *
Epoch  48/100 | Steps:  48000 | α=1e-02 | Loss: 6.0680e-05 | BC: 2.8050e-05 | PDE: 3.2630e-03 | Val: 1.9238e-04 | Test: 1.0598e-04 | LR=5.5e-04
Epoch  49/100 | Steps:  49000 | α=1e-02 | Loss: 2.3869e-05 | BC: 1.0302e-05 | PDE: 1.3567e-03 | Val: 2.9689e-06 | Test: 4.2530e-06 | LR=5.4e-04
Epoch  50/100 | Steps:  50000 | α=1e-02 | Loss: 2.5182e-05 | BC: 1.1311e-05 | PDE: 1.3871e-03 | Val: 5.8252e-06 | Test: 5.4847e-06 | LR=5.2e-04
Epoch  51/100 | Steps:  51000 | α=1e-02 | Loss: 3.5625e-05 | BC: 1.7376e-05 | PDE: 1.8249e-03 | Val: 6.0352e-07 | Test: 1.5375e-06 | LR=5.1e-04 *

>>> Alpha increased: 1e-02 → 1e-01 (BC=1.0272e-05) <<<
Epoch  52/100 | Steps:  52000 | α=1e-01 | Loss: 2.1377e-05 | BC: 1.0272e-05 | PDE: 1.1105e-03 | Val: 1.4123e-06 | Test: 2.4580e-06 | LR=4.9e-04 *
Epoch  53/100 | Steps:  53000 | α=1e-01 | Loss: 1.5853e-03 | BC: 3.2200e-04 | PDE: 1.2633e-02 | Val: 7.0905e-06 | Test: 5.5228e-06 | LR=4.7e-04
Epoch  54/100 | Steps:  54000 | α=1e-01 | Loss: 2.8240e-04 | BC: 4.5866e-05 | PDE: 2.3653e-03 | Val: 1.4465e-05 | Test: 6.0022e-06 | LR=4.6e-04
Epoch  55/100 | Steps:  55000 | α=1e-01 | Loss: 1.4271e-04 | BC: 7.1275e-05 | PDE: 7.1434e-04 | Val: 1.7164e-04 | Test: 8.3691e-05 | LR=4.4e-04
Epoch  56/100 | Steps:  56000 | α=1e-01 | Loss: 2.5755e-04 | BC: 3.7279e-05 | PDE: 2.2027e-03 | Val: 1.3796e-06 | Test: 9.0061e-07 | LR=4.3e-04 *
Epoch  57/100 | Steps:  57000 | α=1e-01 | Loss: 1.1564e-04 | BC: 1.3758e-05 | PDE: 1.0188e-03 | Val: 3.6809e-06 | Test: 4.0022e-06 | LR=4.1e-04
Epoch  58/100 | Steps:  58000 | α=1e-01 | Loss: 1.8069e-04 | BC: 2.8217e-05 | PDE: 1.5247e-03 | Val: 1.2726e-06 | Test: 9.3307e-07 | LR=4.0e-04 *
Epoch  59/100 | Steps:  59000 | α=1e-01 | Loss: 1.3550e-04 | BC: 2.2936e-05 | PDE: 1.1256e-03 | Val: 1.7810e-06 | Test: 6.2519e-07 | LR=3.8e-04
Epoch  60/100 | Steps:  60000 | α=1e-01 | Loss: 1.4860e-04 | BC: 2.1812e-05 | PDE: 1.2679e-03 | Val: 8.1238e-07 | Test: 1.0250e-06 | LR=3.7e-04 *
Epoch  61/100 | Steps:  61000 | α=1e-01 | Loss: 1.2002e-04 | BC: 1.8809e-05 | PDE: 1.0121e-03 | Val: 8.3756e-07 | Test: 5.2897e-07 | LR=3.5e-04
Epoch  62/100 | Steps:  62000 | α=1e-01 | Loss: 9.3646e-05 | BC: 1.5278e-05 | PDE: 7.8368e-04 | Val: 7.9046e-07 | Test: 9.5425e-07 | LR=3.4e-04 *
Epoch  63/100 | Steps:  63000 | α=1e-01 | Loss: 2.3909e-04 | BC: 7.4918e-05 | PDE: 1.6417e-03 | Val: 3.0646e-06 | Test: 4.5430e-06 | LR=3.2e-04
Epoch  64/100 | Steps:  64000 | α=1e-01 | Loss: 2.1592e-05 | BC: 3.0061e-06 | PDE: 1.8586e-04 | Val: 4.1987e-06 | Test: 4.6620e-06 | LR=3.1e-04
Epoch  65/100 | Steps:  65000 | α=1e-01 | Loss: 2.0727e-04 | BC: 3.1301e-05 | PDE: 1.7597e-03 | Val: 2.0184e-06 | Test: 2.9155e-06 | LR=2.9e-04
Epoch  66/100 | Steps:  66000 | α=1e-01 | Loss: 1.4857e-05 | BC: 2.5676e-06 | PDE: 1.2289e-04 | Val: 3.4313e-06 | Test: 4.3212e-06 | LR=2.8e-04
Epoch  67/100 | Steps:  67000 | α=1e-01 | Loss: 8.5756e-05 | BC: 1.0349e-05 | PDE: 7.5407e-04 | Val: 5.3607e-05 | Test: 2.1972e-05 | LR=2.7e-04
Epoch  68/100 | Steps:  68000 | α=1e-01 | Loss: 7.2134e-05 | BC: 9.5431e-06 | PDE: 6.2591e-04 | Val: 4.9014e-04 | Test: 5.2497e-04 | LR=2.5e-04
Epoch  69/100 | Steps:  69000 | α=1e-01 | Loss: 7.6641e-05 | BC: 1.1706e-05 | PDE: 6.4935e-04 | Val: 1.2603e-06 | Test: 2.2623e-06 | LR=2.4e-04
Epoch  70/100 | Steps:  70000 | α=1e-01 | Loss: 5.9059e-05 | BC: 8.4581e-06 | PDE: 5.0601e-04 | Val: 4.0185e-06 | Test: 3.1941e-06 | LR=2.3e-04
Epoch  71/100 | Steps:  71000 | α=1e-01 | Loss: 3.1254e-05 | BC: 4.0975e-06 | PDE: 2.7156e-04 | Val: 4.9101e-07 | Test: 9.4204e-07 | LR=2.1e-04 *
Epoch  72/100 | Steps:  72000 | α=1e-01 | Loss: 3.9383e-05 | BC: 6.2792e-06 | PDE: 3.3104e-04 | Val: 7.9319e-07 | Test: 1.4887e-06 | LR=2.0e-04
Epoch  73/100 | Steps:  73000 | α=1e-01 | Loss: 5.1768e-05 | BC: 7.0697e-06 | PDE: 4.4698e-04 | Val: 1.2909e-06 | Test: 1.5831e-06 | LR=1.9e-04
Epoch  74/100 | Steps:  74000 | α=1e-01 | Loss: 3.9120e-05 | BC: 6.5826e-06 | PDE: 3.2537e-04 | Val: 1.3811e-05 | Test: 8.8706e-06 | LR=1.8e-04
Epoch  75/100 | Steps:  75000 | α=1e-01 | Loss: 1.2363e-05 | BC: 1.3000e-06 | PDE: 1.1063e-04 | Val: 2.1714e-07 | Test: 3.3782e-07 | LR=1.7e-04 *
Epoch  76/100 | Steps:  76000 | α=1e-01 | Loss: 3.7852e-05 | BC: 5.0322e-06 | PDE: 3.2819e-04 | Val: 5.3112e-07 | Test: 7.7442e-07 | LR=1.5e-04
Epoch  77/100 | Steps:  77000 | α=1e-01 | Loss: 3.8477e-05 | BC: 5.7227e-06 | PDE: 3.2754e-04 | Val: 2.0984e-07 | Test: 4.6398e-07 | LR=1.4e-04 *
Epoch  78/100 | Steps:  78000 | α=1e-01 | Loss: 9.1117e-06 | BC: 1.1590e-06 | PDE: 7.9527e-05 | Val: 5.3215e-07 | Test: 5.0328e-07 | LR=1.3e-04
Epoch  79/100 | Steps:  79000 | α=1e-01 | Loss: 2.6304e-05 | BC: 3.6543e-06 | PDE: 2.2650e-04 | Val: 1.3026e-07 | Test: 3.2479e-07 | LR=1.2e-04 *
Epoch  80/100 | Steps:  80000 | α=1e-01 | Loss: 5.1464e-06 | BC: 7.2274e-07 | PDE: 4.4237e-05 | Val: 1.7814e-07 | Test: 4.1684e-07 | LR=1.1e-04
Epoch  81/100 | Steps:  81000 | α=1e-01 | Loss: 3.1132e-05 | BC: 4.4758e-06 | PDE: 2.6656e-04 | Val: 8.9272e-07 | Test: 1.3956e-06 | LR=1.0e-04
Epoch  82/100 | Steps:  82000 | α=1e-01 | Loss: 2.7573e-06 | BC: 5.7901e-07 | PDE: 2.1783e-05 | Val: 2.2940e-07 | Test: 6.5227e-07 | LR=9.6e-05
Epoch  83/100 | Steps:  83000 | α=1e-01 | Loss: 1.2398e-05 | BC: 1.7201e-06 | PDE: 1.0678e-04 | Val: 4.6366e-07 | Test: 7.9385e-07 | LR=8.7e-05
Epoch  84/100 | Steps:  84000 | α=1e-01 | Loss: 3.5232e-06 | BC: 4.4723e-07 | PDE: 3.0760e-05 | Val: 1.4238e-06 | Test: 1.4526e-06 | LR=7.9e-05
Epoch  85/100 | Steps:  85000 | α=1e-01 | Loss: 7.0635e-06 | BC: 9.2338e-07 | PDE: 6.1401e-05 | Val: 6.9188e-07 | Test: 6.1861e-07 | LR=7.1e-05
Epoch  86/100 | Steps:  86000 | α=1e-01 | Loss: 8.1399e-06 | BC: 1.1522e-06 | PDE: 6.9877e-05 | Val: 3.8913e-06 | Test: 1.8434e-06 | LR=6.4e-05
Epoch  87/100 | Steps:  87000 | α=1e-01 | Loss: 2.0222e-06 | BC: 3.4623e-07 | PDE: 1.6759e-05 | Val: 1.3073e-06 | Test: 1.9241e-06 | LR=5.7e-05
Epoch  88/100 | Steps:  88000 | α=1e-01 | Loss: 8.7739e-06 | BC: 1.6786e-06 | PDE: 7.0953e-05 | Val: 1.4280e-07 | Test: 2.6470e-07 | LR=5.1e-05
Epoch  89/100 | Steps:  89000 | α=1e-01 | Loss: 1.7185e-06 | BC: 2.2629e-07 | PDE: 1.4922e-05 | Val: 3.8734e-07 | Test: 6.7886e-07 | LR=4.5e-05
Epoch  90/100 | Steps:  90000 | α=1e-01 | Loss: 2.2846e-06 | BC: 2.8097e-07 | PDE: 2.0037e-05 | Val: 1.3183e-07 | Test: 2.7731e-07 | LR=3.9e-05
Epoch  91/100 | Steps:  91000 | α=1e-01 | Loss: 2.7120e-06 | BC: 2.7562e-07 | PDE: 2.4364e-05 | Val: 1.0464e-07 | Test: 2.6651e-07 | LR=3.4e-05 *
Epoch  92/100 | Steps:  92000 | α=1e-01 | Loss: 2.1654e-06 | BC: 3.4951e-07 | PDE: 1.8159e-05 | Val: 1.9468e-07 | Test: 2.7615e-07 | LR=3.0e-05
Epoch  93/100 | Steps:  93000 | α=1e-01 | Loss: 9.4165e-07 | BC: 1.2137e-07 | PDE: 8.2028e-06 | Val: 8.5375e-08 | Test: 2.5613e-07 | LR=2.6e-05 *
Epoch  94/100 | Steps:  94000 | α=1e-01 | Loss: 1.0038e-06 | BC: 1.3005e-07 | PDE: 8.7372e-06 | Val: 7.3876e-08 | Test: 2.3119e-07 | LR=2.2e-05 *
Epoch  95/100 | Steps:  95000 | α=1e-01 | Loss: 1.6065e-06 | BC: 2.0013e-07 | PDE: 1.4064e-05 | Val: 9.5459e-08 | Test: 3.0675e-07 | LR=1.9e-05
Epoch  96/100 | Steps:  96000 | α=1e-01 | Loss: 6.6146e-07 | BC: 9.3377e-08 | PDE: 5.6808e-06 | Val: 2.4142e-07 | Test: 4.4750e-07 | LR=1.6e-05
Epoch  97/100 | Steps:  97000 | α=1e-01 | Loss: 1.0733e-06 | BC: 1.3945e-07 | PDE: 9.3382e-06 | Val: 6.3694e-08 | Test: 2.4184e-07 | LR=1.4e-05 *
Epoch  98/100 | Steps:  98000 | α=1e-01 | Loss: 7.1179e-07 | BC: 9.5676e-08 | PDE: 6.1611e-06 | Val: 8.7584e-08 | Test: 2.8271e-07 | LR=1.2e-05
Epoch  99/100 | Steps:  99000 | α=1e-01 | Loss: 6.4559e-07 | BC: 8.9821e-08 | PDE: 5.5577e-06 | Val: 7.7128e-08 | Test: 2.4699e-07 | LR=1.1e-05
Epoch 100/100 | Steps: 100000 | α=1e-01 | Loss: 1.0619e-06 | BC: 1.1839e-07 | PDE: 9.4350e-06 | Val: 1.2276e-07 | Test: 2.7007e-07 | LR=1.0e-05

Restored best model from epoch 97 (val_loss: 6.3694e-08, test_loss: 2.4184e-07)
Best checkpoint saved to: outputs/expr_7_1/arctan/normal/checkpoints/best_model.pt
Final checkpoint saved to: outputs/expr_7_1/arctan/normal/checkpoints/final_model.pt
Training completed in 1452.75s (100,000 total steps)

Final Test MSE: 2.7007e-07
Inference (per point): 1.4915e-04s | (full domain): 1.4564e-04s
Saved .npz files to outputs/expr_7_1/arctan/normal/npy/
Saved plot to outputs/expr_7_1/arctan/normal/plots/results.png
